habitar,tr. Vivir morar U. t. c. intr.
habla,f. Facultad de hablar
hablante,adj. Que habla U. t. c. s.
hablar,intr. Emitir palabras
hacer,tr. Producir algo darle el primer ser
hache,f. Letra
hachís,m. Estupefaciente obtenido de la resina del cáñamo índico previamente desecado
hacia,prep. Denota el sentido de un movimiento una tendencia o una actitud
hacienda,f. Finca agrícola
hacinamiento,m. Acción y efecto de hacinar
hacker,m. y f. Inform. jáquer.
hagiografía,f. Historia de las vidas de los santos
halago,m. Acción y efecto de halagar
halcón,m. Ave rapaz de la que existen varias especies de mediano tamaño y vuelo rápido con cabeza pequeña pico fuerte curvo y dentado en la mandíbula superior plumaje de color variable con la edad y que a veces se adiestra para la caza de aves
hamaca,f. Red alargada gruesa y poco tupida por lo común de pita lona u otro tejido resistente la cual asegurada por las extremidades en dos árboles u otros soportes queda pendiente en el aire y sirve de cama y columpio o bien se usa como medio de transporte conducida por dos personas
hambre,f. Gana y necesidad de comer
hambruna,f. hambre escasez generalizada de alimentos
hampa,f. Conjunto de los maleantes especialmente de los organizados en bandas y con normas de conducta particulares
hangar,m. Cobertizo grande generalmente abierto para guarecer aparatos de aviación o dirigibles
haraganear,intr. Rehuir el trabajo
harapo,m. andrajo pedazo o jirón de tela
harina,f. Polvo que resulta de la molienda del trigo o de otras semillas
hastío,m. Repugnancia a la comida
hazmerreír,m. coloq. Persona que por su figura ridícula y porte extravagante sirve de diversión a los demás
hebilla,f. Pieza de metal o de otra materia generalmente con uno o varios clavos articulados en una varilla que la cierra por un lado los cuales sujetan la correa cinta etc., que pasa por dicha pieza
hebra,f. Porción de hilo estambre seda u otra materia hilada que para coser algo suele meterse por el ojo de una aguja
hectárea,f. Medida de superficie equivalente a áreas Símb.
hegemonía,f. Supremacía que un Estado ejerce sobre otros
helada,f. Acción y efecto de helar producirse hielo
helicóptero,m. Aeronave que a diferencia del avión se sostiene merced a un rotor de eje oblicuo movido por un motor lo que le permite elevarse y descender verticalmente
helio,m. Elemento químico de núm. atóm. perteneciente al grupo de los gases nobles escaso en la corteza terrestre y muy abundante en el universo en el aire atmosférico y en algunos yacimientos de gas natural usado para llenar lámparas incandescentes y globos aerostáticos Símb.
hematoma,m. Med. Acumulación de sangre en un tejido por rotura de un vaso sanguíneo
hembra,f. Animal del sexo femenino U. t. en apos.
hemisferio,m. Mitad de la superficie de la esfera terrestre que resulta al ser dividida esta por un círculo máximo especialmente el ecuador o un meridiano
hendidura,f. Corte en una superficie o en un cuerpo sólido cuando no llega a dividirlos del todo
hepatitis,f. Inflamación del hígado
heredar,tr. Recibir algo a la muerte de su poseedor por disposición testamentaria o legal
herencia,f. Derecho a heredar
herida,f. Perforación o desgarramiento en algún lugar de un cuerpo vivo
hervir,intr. Dicho de un líquido Producir burbujas por la acción del calor
hexagonal,adj. De forma de hexágono o semejante a él
hiato,m. Solución de continuidad interrupción o separación espacial o temporal
hibernación,f. Estado fisiológico que se presenta en ciertos mamíferos como adaptación a condiciones invernales extremas con descenso de la temperatura corporal hasta cerca de ° y disminución general de las funciones metabólicas
hidratación,f. Acción y efecto de hidratar
hielo,m. Agua convertida en cuerpo sólido y cristalino por un descenso suficiente de temperatura
hilada,f. Formación en línea
hincar,tr. Introducir o clavar algo en otra cosa
hipnosis,f. Estado producido por hipnotismo
hipoteca,f. Derecho real que grava bienes materiales sujetándolos a responder del cumplimiento de una obligación dineraria
hocico,m. Parte más o menos saliente de la cara de algunos animales en que están la boca y las narices
hojalata,f. Lámina de hierro o acero estañada por las dos caras
hojuela,f. Fruta de sartén muy extendida y delgada
hollín,m. Sustancia crasa y negra que el humo deposita en la superficie de los cuerpos
hombre,m. Ser animado racional varón o mujer
hombro,m. Parte superior y lateral del tronco del ser humano y de los cuadrumanos de donde nace el brazo
homeopatía,f. Práctica que consiste en administrar a alguien en dosis mínimas las mismas sustancias que en mayores cantidades producirían supuestamente en la persona sana síntomas iguales o parecidos a los que se trata de combatir
horror,m. Sentimiento intenso causado por algo terrible y espantoso
hospital,m. Establecimiento destinado al diagnóstico y tratamiento de enfermos donde a menudo se practican la investigación y la docencia
hostil,adj. Contrario o enemigo
hotel,m. Establecimiento de hostelería capaz de alojar con comodidad a huéspedes o viajeros
huerta,f. Terreno de mayor extensión que el huerto en que se cultivan verduras legumbres y árboles frutales
huevo,m. Cuerpo redondeado de tamaño y dureza variables que producen las hembras de las aves o de otras especies animales y que contiene el germen del embrión y las sustancias destinadas a su nutrición durante la incubación
humanidad,f. naturaleza humana.
humildad,f. Virtud que consiste en el conocimiento de las propias limitaciones y debilidades y en obrar de acuerdo con este conocimiento
humor,m. Genio índole condición especialmente cuando se manifiesta exteriormente
huracán,m. Viento muy impetuoso y temible que a modo de torbellino gira en grandes círculos cuyo diámetro crece a medida que avanza apartándose de las zonas de calma tropicales donde suele tener origen
hurto,m. Acción de hurtar
hábil,adj. Capaz de realizar con éxito una tarea manual
hábito,m. Modo especial de proceder o conducirse adquirido por repetición de actos iguales o semejantes u originado por tendencias instintivas
hélice,f. Conjunto de aletas que giran alrededor de un eje y empujan el fluido ambiente produciendo en él una fuerza de reacción que se utiliza principalmente para la propulsión de barcos y aeronaves
hígado,m. Víscera voluminosa propia de los animales vertebrados que en los mamíferos tiene forma irregular y color rojo oscuro está situada en la parte anterior y derecha del abdomen y desempeña varias funciones importantes entre ellas la secreción de la bilis
identificar,tr. Hacer que dos o más cosas en realidad distintas aparezcan y se consideren como una misma U. m. c. prnl.
ideología,f. Conjunto de ideas fundamentales que caracteriza el pensamiento de una persona colectividad o época de un movimiento cultural religioso o político etc.
idolatrar,tr. Adorar ídolos
iglesia,f. Congregación de los fieles cristianos en virtud del bautismo
ignorante,adj. Que ignora o desconoce algo
igualdad,f. Conformidad de algo con otra cosa en naturaleza forma calidad o cantidad
ilegal,adj. Contrario a la ley
iluminar,tr. Alumbrar dar luz o bañar de resplandor
ilusión,f. Concepto imagen o representación sin verdadera realidad sugeridos por la imaginación o causados por engaño de los sentidos
imaginar,tr. Representar en la mente la imagen de algo o de alguien  U. t. c. prnl.
imitar,tr. Ejecutar algo a ejemplo o semejanza de otra cosa
impaciencia,f. Intranquilidad producida por algo que molesta o que no acaba de llegar
impecable,adj. Exento de tacha
impedir,tr. Estorbar o imposibilitar la ejecución de algo
imperio,m. Acción de imperar mandar
impermeable,adj. Impenetrable al agua o a otro fluido
importante,adj. Que importa
impregnar,tr. Penetrar las partículas de un cuerpo en las de otro fijándose por afinidades mecánicas o fisicoquímicas  U. t. c. prnl.
imprimir,tr. Marcar en el papel o en otra materia las letras y otros caracteres gráficos mediante procedimientos adecuados
improbable,adj. No probable
improvisación,f. Acción y efecto de improvisar
imprudente,adj. Que no tiene prudencia U. t. c. s.
impulso,m. Acción y efecto de impulsar
inaugurar,tr. Dar principio a una cosa con cierta solemnidad
incalculable,adj. Que no se puede calcular
incapaz,adj. Que no tiene capacidad o aptitud para algo
incipiente,adj. Que empieza
inclinación,f. Acción y efecto de inclinar o inclinarse
incoherente,adj. No coherente
increíble,adj. Que no puede creerse
indagación,f. Acción y efecto de indagar
indecisión,f. Falta de decisión
indicio,m. Fenómeno que permite conocer o inferir la existencia de otro no percibido
indispensable,adj. Que no se puede dispensar
individual,adj. Que concierne o corresponde al individuo persona cuyo nombre se ignora
indulgencia,f. Facilidad en perdonar o disimular las culpas o en conceder gracias
industria,f. Maña y destreza o artificio para hacer algo
infantil,adj. Perteneciente o relativo a la infancia o a los niños
inferir,tr. Deducir algo o sacarlo como conclusión de otra cosa
inflación,f. Acción y efecto de inflar
informal,adj. Que no guarda las formas y reglas prevenidas
infringir,tr. Quebrantar leyes órdenes etc.
ingenio,m. Facultad del ser humano para discurrir o inventar con prontitud y facilidad
ingerir,tr. Introducir por la boca la comida bebida o medicamentos
ingrediente,m. Cosa que entra con otras en un remedio una bebida un guisado u otro compuesto U. t. en sent. fig.
inhibir,tr. Impedir o reprimir el ejercicio de facultades o hábitos
iniciar,tr. comenzar dar principio a algo
inmunidad,f. Cualidad de inmune
inmóvil,adj. Que no se mueve
inocente,adj. Libre de culpa U. t. c. s.
inscribir,tr. Grabar letreros en metal piedra u otra materia
insecto,m. Artrópodo de respiración traqueal con el cuerpo dividido distintamente en cabeza tórax y abdomen con un par de antenas y tres de patas y que en su mayoría tienen uno o dos pares de alas y sufren metamorfosis durante su desarrollo U. t. en pl. como taxón.
insignificante,adj. De escasa importancia o relevancia
insistente,adj. Que insiste
institucional,adj. Perteneciente o relativo a una institución o a instituciones políticas religiosas sociales etc.
instruir,tr. Enseñar doctrinar
intención,f. Determinación de la voluntad en orden a un fin
intensidad,f. Grado de fuerza con que se manifiesta un agente natural una magnitud física una cualidad una expresión etc.
interferir,tr. Cruzar interponer algo en el camino de otra cosa o en una acción U. t. c. prnl.
internet,m. o f. Red informática mundial descentralizada formada por la conexión directa entre computadoras mediante un protocolo especial de comunicación
interrumpir,tr. Cortar la continuidad de algo en el lugar o en el tiempo U. t. c. prnl.
intervenir,tr. Examinar y censurar las cuentas con autoridad suficiente para
intimidad,f. Amistad íntima
intolerante,adj. Que no tiene tolerancia U. t. c. s.
introducir,tr. Conducir a alguien al interior de un lugar
inusual,adj. No usual infrecuente
invasión,f. Acción y efecto de invadir
inverosímil,adj. Que no es verosímil
invertir,tr. Cambiar sustituyéndolos por sus contrarios la posición el orden o el sentido de las cosas U. t. en sent. fig.
investigar,tr. Indagar para descubrir algo
invierno,m. Estación del año que astronómicamente comienza en el solsticio del mismo nombre y termina en el equinoccio de primavera
invisible,adj. Que no puede ser visto
invitación,f. Acción y efecto de invitar o ser invitado
invocar,tr. Llamar en solicitud de ayuda de manera formal o ritual
ironía,f. Burla fina y disimulada
irracional,adj. Que carece de razón Apl. a animales u. t. c. s.
irregular,adj. Que está fuera de regla
irritante,adj. Que irrita
jabón,m. Producto soluble en agua resultado de la combinación de un álcali con los ácidos del aceite u otro cuerpo graso que se usa generalmente para lavar
jacarandá,m. Árbol ornamental americano de la familia de las bignoniáceas de gran porte con follaje caedizo y flores tubulares de color azul violáceo
jactancia,f. Alabanza propia desordenada y presuntuosa
jacuzzi,m. Bañera para hidromasaje
jadear,intr. Respirar anhelosamente por efecto de algún trabajo o ejercicio impetuoso
jalar,tr. coloq. halar tirar de un cabo
jalonar,tr. Establecer jalones U. t. en sent. fig.
jamón,m. Pierna trasera del cerdo curada o cocida entera
jaqueca,f. Dolor de cabeza recurrente e intenso con hipersensibilidad a los estímulos externos generalmente localizado en un lado de la cabeza y a veces acompañado de náuseas y vómitos
jarabe,m. Bebida que se hace cociendo azúcar en agua hasta que se espesa añadiéndole zumos refrescantes o sustancias medicinales
jarana,f. coloq. Diversión bulliciosa y alborotada
jardín,m. Terreno donde se cultivan plantas con fines ornamentales
jarrón,m. Pieza arquitectónica en forma de jarro con que se decoran edificios galerías escaleras jardines etc., puesta casi siempre sobre un pedestal y como adorno de remate
jaspe,m. Piedra silícea de grano fino textura homogénea opaca y de colores variados
jaula,f. Armazón cerrada o no según los casos hecha con barras o listones y destinada a encerrar generalmente animales
jauría,f. Conjunto de perros mandados por el mismo perrero que levantan la caza en una montería
jazmín,m. Arbusto de la familia de las oleáceas con tallos verdes delgados flexibles algo trepadores y de cuatro a seis metros de longitud hojas alternas y compuestas de hojuelas estrechas en número impar duras enteras y lanceoladas flores en el extremo de los tallos pedunculadas blancas olorosas de cinco pétalos soldados por la parte inferior a manera de embudo y fruto en baya negra y esférica Es originario de y se cultiva en los jardines por el excelente olor de sus flores que utiliza la perfumería
jengibre,m. Planta de la de la familia de las cingiberáceas con hojas radicales lanceoladas casi lineales flores en espiga de corola purpúrea sobre un escapo central de a cm de alto fruto capsular bastante pulposo y con varias semillas y rizoma del grueso de un dedo algo aplastado nudoso y ceniciento por fuera blanco amarillento por dentro de olor aromático y de sabor acre y picante como el de la pimienta y que se usa en medicina y como especia
jeque,m. Entre los musulmanes jefe religioso o político
jerarca,m. Superior en la jerarquía eclesiástica
jerez,m. Vino blanco y fino que se cría y elabora en los términos municipales de y en
jeringa,f. Instrumento compuesto de un tubo que termina por su parte anterior en un cañoncito delgado y dentro del cual juega un émbolo por medio del que asciende primero y se arroja o inyecta después un líquido cualquiera
jesuita,adj. Integrante de la fundada en por san en U. t. c. s. m.
jinete,m. y f. Persona diestra en la equitación
jirón,m. Pedazo desgarrado del vestido o de otra ropa
jojoba,f. Arbusto mexicano del cual se extrae un aceite usado en cosmética
jolgorio,m. coloq. Regocijo fiesta diversión bulliciosa
jornada,f. día período de horas
jornal,m. Estipendio que gana el trabajador por cada día de trabajo
joven,adj. Dicho de una persona Que está en la juventud U. t. c. s.
jubilación,f. Acción y efecto de jubilar o jubilarse
judicial,adj. Perteneciente o relativo al juicio a la administración de justicia o a la judicatura
juego,m. Acción y efecto de jugar por entretenimiento
juerga,f. Jolgorio jarana
jueves,m. Cuarto día de la semana
jugarreta,f. coloq. Jugada mal hecha y sin conocimiento del juego
juguetear,intr. Jugar con algo para entretenerse o pasar el tiempo
juicio,m. Facultad por la que el ser humano puede distinguir el bien del mal y lo verdadero de lo falso
juntar,tr. Unir unas cosas con otras U. t. c. prnl.
juramento,m. Afirmación o negación de algo poniendo por testigo a Dios o en sí mismo o en sus criaturas
jurar,tr. Afirmar o negar algo poniendo por testigo a Dios o en sí mismo o en sus criaturas
jurisprudencia,f. Ciencia del derecho
justicia,f. Principio moral que lleva a determinar que todos deben vivir honestamente
justificar,tr. Probar algo con razones convincentes testigos o documentos
justipreciar,tr. Apreciar o tasar algo
juvenil,adj. Perteneciente o relativo a la juventud
juventud,f. Período de la vida humana que precede inmediatamente a la madurez
juzgar,tr. Dicho de un juez o un tribunal Determinar si el comportamiento de alguien es contrario a la ley y sentenciar lo procedente
júbilo,m. Viva alegría y especialmente la que se manifiesta con signos exteriores
kabuki,m. Género teatral japonés que combina actuación declamación y música en el que los papeles femeninos son representados por hombres
kappa,f. Décima letra del alfabeto griego Κ, κ que corresponde a la  del latino y que en esa lengua y en los idiomas neolatinos se ha sustituido en general por la  p. ej.,
karaoke,m. Diversión consistente en interpretar una canción sobre un fondo musical grabado mientras se sigue la letra que aparece en una pantalla
karma,m. Rel. En algunas religiones de la energía derivada de los actos de un individuo durante su vida que condiciona cada una de sus sucesivas reencarnaciones hasta que alcanza la perfección
kebab,m. Masa de carne picada que ensartada en una varilla se asa haciéndose girar ante una fuente de calor
kendo,m. Arte marcial de origen japonés en el que se utiliza una armadura y un sable de bambú
kermés,f. Fiesta popular al aire libre con bailes rifas concursos etc.
kevlar,m. Fibra sintética de gran resistencia
kibutz,m. En colonia agrícola de producción y consumo comunitarios
kiliárea,f. p. us. Superficie que tiene áreas o sea hectáreas
kilobyte,m. Inform. Unidad equivalente a 10  Símb.
kilocaloría,f. Fís. Unidad de energía equivalente a calorías Símb.
kilográmetro,m. Mec. p. us. Unidad de trabajo mecánico o esfuerzo equivalente al capaz de levantar kilogramo a metro de altura
kilotón,m. Fís. Unidad de energía liberada por un explosivo equivalente a la energía de la explosión de toneladas de trinitrotolueno Símb.
kilómetro,m. Unidad de longitud equivalente a metros Símb.
kimono,m. Túnica de origen japonés de mangas anchas y largas abierta por delante y que se ciñe cruzándola mediante un cinturón
kinesiología,f. Med. Conjunto de los procedimientos terapéuticos encaminados a restablecer la normalidad de los movimientos del cuerpo humano
kirsch,m. Aguardiente de cerezas
koala,m. Mamífero marsupial arborícola parecido a un oso pequeño propio de los eucaliptales australianos
koiné,f. Ling. Lengua griega común derivada del ático que fue de uso general en el mundo helénico tras las conquistas de
kufiya,f. Tocado beduino masculino formado por un paño cuadrado doblado en forma de triángulo y a veces sujeto por una banda o aro
káiser,m. Emperador de y
kéfir,m. Leche fermentada artificialmente y que contiene ácido láctico alcohol y ácido carbónico
kínder,m. Am. jardín de infancia.
laberinto,m. Lugar formado artificiosamente por calles y encrucijadas para confundir a quien se adentre en él de modo que no pueda acertar con la salida
labio,m. Reborde exterior carnoso y móvil de la boca de los mamíferos
laboratorio,m. Lugar dotado de los medios necesarios para realizar investigaciones experimentos y trabajos de carácter científico o técnico
ladear,tr. Inclinar y torcer algo hacia un lado U. t. c. intr. y c. prnl.
ladrido,m. Voz que emite con fuerza el perro más o menos parecida a la onomatopeya
ladrillo,m. Masa de arcilla en forma de paralelepípedo rectangular que después de cocida sirve para construir muros solar habitaciones etc.
lamentable,adj. Que merece ser lamentado o es digno de llorarse
languidecer,intr. Adolecer de languidez
lanzar,tr. arrojar. U. t. c. prnl.
lastimar,tr. Herir o hacer daño U. t. c. prnl.
lateral,adj. Situado a un lado de una cosa
latir,intr. Dicho de un perro Dar latidos
laucha,f. Arg., Bol., Chile, Par.  ratón mamífero roedor
lechuga,f. Planta herbácea de la familia de las compuestas con tallo ramoso de a cm de altura hojas grandes radicales blandas nerviosas trasovadas enteras o serradas flores en muchas cabezuelas y de pétalos amarillentos y fruto seco gris comprimido con una sola semilla Es originaria de la se cultiva en las huertas y hay de ella muchas variedades Las hojas son comestibles y del tallo se puede extraer abundante látex de sabor agradable
lectura,f. Acción de leer
legalizar,tr. Dar estado legal a algo
legible,adj. Que se puede leer
legislar,intr. Dar hacer o establecer leyes
legitimidad,f. Cualidad de legítimo
lencería,f. Ropa interior femenina
lentitud,f. Cualidad de lento
lesión,f. Daño o detrimento corporal causado por una herida un golpe o una enfermedad
letal,adj. mortífero.
letra,f. Cada uno de los signos gráficos que componen el alfabeto de un idioma
levantar,tr. Mover hacia arriba algo U. t. c. prnl.
levar,tr. Mar. Recoger arrancar y suspender el ancla que está fondeada
levitar,intr. Dicho de una persona o de una cosa Elevarse en el espacio sin intervención de agentes físicos conocidos
leyenda,f. Narración de sucesos fantásticos que se transmite por tradición
liberación,f. Acción de poner en libertad
librar,tr. Sacar o preservar a alguien de un trabajo mal o peligro U. t. c. prnl.
libro,m. Conjunto de muchas hojas de papel u otro material semejante que encuadernadas forman un volumen
licenciatura,f. Grado universitario inmediatamente inferior al doctorado
licuar,tr. Hacer líquida una sustancia sólida o gaseosa U. t. c. prnl.
liderar,tr. Dirigir o estar a la cabeza de un grupo de un partido político de una competición etc.
lidiar,tr. Burlar al toro esquivando sus acometidas según las reglas de la tauromaquia hasta darle muerte U. t. c. prnl.
lienzo,m. Tela que se fabrica de lino cáñamo o algodón
ligar,tr. atar.
ligereza,f. Presteza agilidad
limar,tr. Gastar o alisar un metal la madera etc., con la lima
limpiar,tr. Quitar la suciedad o inmundicia de alguien o de algo U. t. c. prnl. U. t. en sent. fig.
limítrofe,adj. Confinante aledaño
linchar,tr. Ejecutar sin proceso y tumultuariamente a un sospechoso o a un reo
lingote,m. Trozo o barra de metal en bruto y principalmente de hierro plata oro o platino
liquidar,tr. Hacer líquido algo sólido o gaseoso U. t. c. prnl.
listar,tr. alistar inscribir en lista
litigar,tr. Pleitear disputar en juicio sobre algo
llamar,tr. Intentar captar la atención de alguien mediante voces ruidos o gestos
llanto,m. Efusión de lágrimas acompañada frecuentemente de lamentos y sollozos
llave,f. Instrumento comúnmente metálico que introducido en una cerradura permite activar el mecanismo que la abre y la cierra
llegar,intr. Alcanzar el fin o término de un desplazamiento
llenar,tr. Ocupar por completo con algo un espacio vacío U. t. c. prnl.
llorar,intr. Derramar lágrimas U. t. c. tr.
lluvia,f. Acción de llover
localizar,tr. Fijar encerrar en límites determinados U. t. c. prnl.
locuaz,adj. Que habla mucho o demasiado
locura,f. Privación del juicio o del uso de la razón
logro,m. Acción y efecto de lograr
lubricar,tr. Aplicar a algo una sustancia que disminuya la fricción entre superficies en contacto
lucha,f. Pelea en que dos personas se abrazan con el intento de derribar una a otra
lucir,intr. Brillar resplandecer
lugar,m. Porción de espacio
luminosidad,f. Cualidad de luminoso
lustrar,tr. Dar lustre y brillantez a algo como metales y piedras
lágrima,f. Cada una de las gotas que segrega la glándula lagrimal U. m. en pl.
lámpara,f. Utensilio o aparato que colgado o sostenido sobre un pie sirve de soporte a una o varias luces artificiales
lápiz,m. Nombre genérico de varias sustancias minerales suaves crasas al tacto que se usan generalmente para dibujar
límite,m. Línea real o imaginaria que separa dos terrenos dos países dos territorios
línea,f. Geom. Sucesión continua e indefinida de puntos
lúgubre,adj. fúnebre muy triste
machista,adj. Perteneciente o relativo al machismo
madera,f. Parte sólida de los árboles cubierta por la corteza
madre,f. Mujer que ha concebido o ha parido uno o más hijos
madrugar,intr. Levantarse al amanecer o muy temprano
madurar,tr. Hacer que un fruto alcance el grado de desarrollo adecuado para ser consumido
malcriar,tr. Educar mal a los hijos condescendiendo demasiado con sus gustos y caprichos
maldecir,tr. Echar maldiciones contra alguien o algo
maletín,m. Especie de maleta pequeña
malherir,tr. Herir gravemente
malversar,tr. Apropiarse o destinar los caudales públicos a un uso ajeno a su función
manantial,adj. p. us. Que mana o brota
mandato,m. Orden o precepto que el superior da a los súbditos
maniobra,f. Operación material que se ejecuta con las manos
manipular,tr. Operar con las manos o con cualquier instrumento
manjar,m. comestible género de alimento
mantener,tr. Proveer a alguien del alimento necesario U. t. c. prnl.
manía,f. Preocupación caprichosa y a veces extravagante por un tema o cosa determinados
maquillar,tr. Aplicar cosméticos a alguien o a una parte de su cuerpo especialmente su rostro para embellecer o modificar su aspecto U. t. c. prnl.
maravillar,tr. Causar admiración a alguien
marcha,f. Acción de marchar
margarita,f. Planta herbácea de la familia de las compuestas de a cm de altura con hojas casi abrazadoras oblongas festoneadas hendidas en la base y flores terminales de centro amarillo y corola blanca que es muy común en los sembrados
marginar,tr. Poner acotaciones o apostillas al margen de un texto
marinar,tr. Conservar en crudo un alimento especialmente un pescado con adobo para que se ablande y adquiera la sazón y el aroma deseados
martillar,tr. Batir y dar golpes con el martillo
masajear,tr. Dar masaje
mayor,adj. Que excede a algo en cantidad o calidad
mecha,f. Cuerda retorcida o cinta tejida hecha de filamentos combustibles generalmente de algodón que se pone en las piqueras o mecheros de algunos aparatos del alumbrado y dentro de las velas y bujías
mediar,intr. Dicho de una cosa Llegar aproximadamente a su mitad
medicar,tr. Administrar o prescribir medicinas U. t. c. prnl.
medieval,adj. Perteneciente o relativo a la Edad Media
medir,tr. Comparar una cantidad con su respectiva unidad con el fin de averiguar cuántas veces la segunda está contenida en la primera
mejorar,tr. Adelantar acrecentar algo haciéndolo pasar a un estado mejor
memorable,adj. Digno de memoria
mencionar,tr. Hacer mención de alguien o algo
menear,tr. Mover algo de una parte a otra U. t. c. prnl.
mentira,f. Expresión o manifestación contraria a lo que se sabe se piensa o se siente
mercantil,adj. Perteneciente o relativo al mercader a la mercancía o al comercio
meter,tr. Encerrar introducir o incluir algo dentro de otra cosa o en alguna parte U. t. c. prnl.
mezclar,tr. Juntar unir incorporar algo con otra cosa confundiéndolos U. t. c. prnl.
migaja,f. Parte más pequeña y menuda del pan que suele saltar o desmenuzarse al partirlo
milagro,m. Hecho no explicable por las leyes naturales y que se atribuye a intervención sobrenatural de origen divino
mirar,tr. Dirigir la vista a un objeto U. t. c. intr. y c. prnl.
misterio,m. Cosa arcana o muy recóndita que no se puede comprender o explicar
moldear,tr. Hacer molduras en algo
molino,m. Máquina para moler compuesta de una muela una solera y los mecanismos necesarios para transmitir y regularizar el movimiento producido por una fuerza motriz como el agua el viento el vapor u otro agente mecánico
monopolio,m. Concesión otorgada por la autoridad competente a una empresa para que esta aproveche con carácter exclusivo alguna industria o comercio
monstruo,m. Ser que presenta anomalías o desviaciones notables respecto a su especie
monte,m. Gran elevación natural del terreno
monumental,adj. Perteneciente o relativo a un monumento obra pública
monólogo,m. soliloquio.
moralista,m. y f. Profesor de moral
mordaz,adj. Que corroe o tiene actividad corrosiva
movimiento,m. Acción y efecto de mover
mueble,adj. Dicho del patrimonio o de la hacienda Que se puede mover
mueca,f. Contorsión del rostro generalmente burlesca
mujer,f. Persona del sexo femenino
multinacional,adj. Perteneciente o relativo a muchas naciones
multiplicar,tr. Aumentar el número o la cantidad de cosas de la misma especie U. t. c. intr. y c. prnl., especialmente hablando de lo que se multiplica por generación U. t. en sent. fig.
mundo,m. Conjunto de todo lo existente
municipio,m. Entidad local formada por los vecinos de un determinado territorio para gestionar autónomamente sus intereses comunes
muralla,f. Muro u obra defensiva que rodea una plaza fuerte o protege un territorio
murmurar,intr. Dicho de la corriente de las aguas y también del viento de las hojas de los árboles etc.: Hacer ruido blando y apacible
mutilar,tr. Cortar o cercenar una parte del cuerpo y más particularmente del cuerpo viviente U. t. c. prnl.
máscara,f. Figura que representa un rostro humano de animal o puramente imaginario con la que una persona puede cubrirse la cara para no ser reconocida tomar el aspecto de otra o practicar ciertas actividades escénicas o rituales
médano,m. duna.
músculo,m. Órgano compuesto principalmente de fibras contráctiles
nacer,intr. Dicho de un ser vivo Salir del vientre materno del huevo o de la semilla
nación,f. Conjunto de los habitantes de un país regido por el mismo Gobierno
nadar,intr. Dicho de una persona o de un animal Trasladarse en el agua ayudándose de los movimientos necesarios y sin tocar el suelo ni otro apoyo
nafta,f. Fracción ligera del petróleo natural obtenida en la destilación de la gasolina como una parte de esta cuyas variedades se usan como materia prima en la petroquímica y algunas como disolventes
naftalina,f. Naftaleno utilizado contra la polilla y como desinfectante
nailon,m. Poliamida sintética de la que se hacen filamentos elásticos y muy resistentes empleados en la fabricación de tejidos diversos
naipe,m. Carta de la baraja
nalga,f. Cada una de las dos porciones carnosas y redondeadas situadas entre el final de la columna vertebral y el comienzo de los muslos U. m. en pl.
nanotecnología,f. Tecnología de los materiales y de las estructuras en la que el orden de magnitud se mide en nanómetros
naranja,f. Fruto del naranjo de forma globosa de seis a ocho centímetros de diámetro corteza rugosa de color entre rojo y amarillo como el de la pulpa que está dividida en gajos y es comestible jugosa y de sabor agridulce
narcisista,adj. Perteneciente o relativo al narcisismo
nardo,m. espicanardo.
narración,f. Acción y efecto de narrar
nasal,adj. Perteneciente o relativo a la nariz
natación,f. Acción y efecto de nadar
natal,adj. Dicho de un lugar En el que se ha nacido
naturalismo,m. Esc.  Tendencia a la representación fiel y descarnada de la realidad
naturalizar,tr. Admitir en un país como si de él fuera natural a una persona extranjera concediéndole los derechos e imponiéndole los deberes de los ciudadanos de ese país
naufragar,intr. Dicho de una embarcación Irse a pique o perderse
navaja,f. Cuchillo cuya hoja puede doblarse sobre el mango para que el filo quede guardado entre las dos cachas o en una hendidura a propósito
naval,adj. Perteneciente o relativo a las naves y a la navegación
navegar,intr. Desplazarse por el agua en un buque o en otra embarcación U. t. c. tr.
nazismo,m. nacionalsocialismo.
neblina,f. Niebla poco espesa y baja
nebulizar,tr. Transformar un líquido en partículas finísimas que forman una especie de nubecilla
neceser,m. Caja o estuche con objetos de tocador costura etc.
necesidad,f. Impulso irresistible que hace que las causas obren infaliblemente en cierto sentido
necrología,f. Noticia comentada acerca de una persona muerta hace poco tiempo
nefrología,f. Med. Rama de la medicina que se ocupa del riñón y de sus enfermedades
negar,tr. Decir que algo no existe no es verdad o no es como alguien cree o afirma
negligente,adj. descuidado. U. t. c. s.
negociar,intr. Tratar y comerciar comprando y vendiendo o cambiando géneros mercancías o valores para aumentar el caudal
neocolonialismo,m. Predominio e influencia determinantes especialmente en el campo de la economía por parte de antiguas potencias coloniales naciones poderosas y empresas internacionales sobre países descolonizados o en vías de desarrollo
neologismo,m. Ling. Vocablo acepción o giro nuevo en una lengua
nervio,m. Conjunto de fibras nerviosas en forma de cordón blanquecino que conducen impulsos entre el sistema nervioso central y otras partes del cuerpo
neumonía,f. Med. pulmonía.
neuronal,adj. Anat. Perteneciente o relativo a la neurona
neurosis,f. Med. Enfermedad funcional del sistema nervioso caracterizada principalmente por inestabilidad emocional
neutral,adj. Que no participa de ninguna de las opciones en conflicto Apl. a pers., u. t. c. s.
neutrón,m. Fís. Partícula sin carga eléctrica que forma parte del núcleo del átomo
